column1,column2,correlation
_feat_LengthPerpendicularToTheMinArea,_feat_molsurfaceareaVDWp,0.9095640778322409
_feat_WienerIndex,_feat_WienerPolarity,0.9075549938488746
_feat_CyclomaticNumber,_feat_CarboRingCount,0.9075470878163188
_feat_ASA,_feat_AtomCount_C,0.9067427533099055
_feat_HyperWienerIndex,_feat_WienerPolarity,0.9066049840828813
_feat_AvgPol,_feat_MinimalProjectionArea,0.9031806961978444
_raw_molweight,_feat_AtomCount_C,0.9027936857865158
_feat_BondCount,_feat_MaximalProjectionArea,0.9026495946683026
_raw_molweight,_feat_MinimalProjectionRadius,0.9025138885105847
_feat_MaximalProjectionArea,_feat_AtomCount_C,0.90231636048332
_feat_AtomCount_N,_feat_PolarSurfaceArea,0.8999650879435929
_feat_Hdonorcount,_feat_PolarSurfaceArea,0.8999650879435929
_feat_AvgPol,_feat_Refractivity,0.8998493294415266
_feat_MaximalProjectionArea,_feat_WienerPolarity,0.8993819264598456
_feat_ASA,_feat_MinimalProjectionArea,0.8993441180432551
_feat_VanderWaalsVolume,_feat_MinimalProjectionArea,0.8972112472451945
_feat_WienerIndex,_feat_AtomCount_C,0.8965149516300388
_feat_WienerIndex,_feat_MinimalProjectionRadius,0.8959744948465692
_feat_HyperWienerIndex,_feat_AtomCount_C,0.895830262553189
_raw_molweight,_feat_WienerPolarity,0.894861801940729
_feat_AtomCount_C,_feat_ASA+,0.894588488850099
_feat_MaximalProjectionArea,_feat_ASA+,0.8940983751463283
_feat_VanderWaalsVolume,_feat_Refractivity,0.8931948188122025
_feat_AvgPol,_feat_WienerPolarity,0.8921685893219349
_feat_AvgPol,_feat_MaximalProjectionRadius,0.8921330847645287
_feat_MaximalProjectionRadius,_feat_WienerPolarity,0.8920077329241802
_feat_LengthPerpendicularToTheMinArea,_feat_WienerPolarity,0.8913296215435247
_feat_minimalprojectionsize,_feat_WienerPolarity,0.8913296215435247
_feat_RingAtomCount,_feat_CarboaromaticRingCount,0.8909118577774785
_feat_AromaticRingCount,_feat_LargestRingSize,0.8909118577774785
_feat_AromaticRingCount,_feat_SmallestRingSize,0.8909118577774785
_feat_AromaticAtomCount,_feat_LargestRingSize,0.8909118577774785
_feat_RingAtomCount,_feat_AromaticAtomCount,0.8909118577774785
_feat_CarboaromaticRingCount,_feat_LargestRingSize,0.8909118577774785
_feat_CarboaromaticRingCount,_feat_SmallestRingSize,0.8909118577774785
_feat_AromaticAtomCount,_feat_SmallestRingSize,0.8909118577774785
_feat_RingAtomCount,_feat_AromaticRingCount,0.8909118577774785
_feat_MinimalProjectionRadius,_feat_HyperWienerIndex,0.8905298690675065
_feat_ASA,_feat_ASA+,0.8903110008570618
_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,0.8897446393609187
_feat_VanderWaalsVolume,_feat_msareaVDWp,0.8897446393609187
_feat_VanderWaalsVolume,_feat_molsurfaceareaVDWp,0.8897446393609187
_feat_WienerPolarity,_feat_RotatableBondCount,0.8892327559585307
_feat_BondCount,_feat_WienerPolarity,0.8884854143132692
_feat_MolPol,_feat_WienerPolarity,0.8883128436048705
_feat_VanderWaalsVolume,_feat_MaximalProjectionRadius,0.8879131833942812
_feat_WienerPolarity,_feat_Refractivity,0.8875463486519887
_feat_ASA+,_feat_MaximalProjectionRadius,0.886067584640692
_raw_reagent_1_v1-conc_PPCHYMCMRUGLHR-UHFFFAOYSA-N,_raw_v1-M_PPCHYMCMRUGLHR-UHFFFAOYSA-N_final,0.8855358913099671
_feat_ASA,_feat_WienerPolarity,0.885452552221369
_feat_HyperWienerIndex,_feat_molsurfaceareaASAp,0.8848424454059953
_feat_msareaASAp,_feat_HyperWienerIndex,0.8848424454059953
_feat_MinimalProjectionArea,_feat_ASA_H,0.884686173861116
_feat_msareaASAp,_feat_WienerIndex,0.8831989743501031
_feat_WienerIndex,_feat_molsurfaceareaASAp,0.8831989743501031
_feat_AvgPol,_feat_molsurfaceareaVDWp,0.8831837393324978
_feat_AvgPol,_feat_VanderWaalsSurfaceArea,0.8831837393324978
_feat_AvgPol,_feat_msareaVDWp,0.8831837393324978
_feat_VanderWaalsVolume,_feat_WienerPolarity,0.8827996109833958
_feat_AtomCount_N,_feat_acceptorcount,0.8822114773246416
_feat_AtomCount_N,_feat_Hacceptorcount,0.8822114773246416
_feat_Hdonorcount,_feat_Hacceptorcount,0.8822114773246416
_feat_Hdonorcount,_feat_acceptorcount,0.8822114773246416
_feat_ASA+,_feat_VanderWaalsSurfaceArea,0.8801422548327791
_feat_molsurfaceareaVDWp,_feat_ASA+,0.8801422548327791
_feat_ASA+,_feat_msareaVDWp,0.8801422548327791
_raw_reagent_2_v1-conc_PPCHYMCMRUGLHR-UHFFFAOYSA-N,_raw_v1-M_PPCHYMCMRUGLHR-UHFFFAOYSA-N_final,0.8797354133632967
_feat_BondCount,_raw_molweight,0.879513303620171
_raw_reagent_1_v1-conc_CQWGDVVCKBJLNX-UHFFFAOYSA-N,_raw_v1-M_CQWGDVVCKBJLNX-UHFFFAOYSA-N_final,0.8786312179190227
_feat_MolPol,_feat_ASA+,0.8785219363776917
_feat_BondCount,_feat_RotatableBondCount,0.8761335351407161
_raw_v1-M_CQWGDVVCKBJLNX-UHFFFAOYSA-N_final,_raw_reagent_2_v1-conc_CQWGDVVCKBJLNX-UHFFFAOYSA-N,0.8723254099345226
_feat_VanderWaalsVolume,_feat_ASA,0.870871748669025
_feat_ProtPolarSurfaceArea,_feat_PolarSurfaceArea,0.8708430492362266
_feat_PolarSurfaceArea,_feat_Protpsa,0.8708430492362266
_feat_ProtPolarSurfaceArea,_feat_donorcount,0.8704550650119405
_feat_Protpsa,_feat_donorcount,0.8704550650119405
_feat_PolarSurfaceArea,_feat_donorcount,0.8693730577950078
_feat_AvgPol,_feat_ASA,0.869077924554275
_raw_reagent_1_v1-conc_FCTHQYIDLRRROX-UHFFFAOYSA-N,_raw_v1-M_FCTHQYIDLRRROX-UHFFFAOYSA-N_final,0.8686329378571332
_feat_ASA+,_feat_ASA_H,0.8683691454422823
_feat_BondCount,_feat_HyperWienerIndex,0.8677621676021727
_raw_molweight,_feat_molsurfaceareaASAp,0.8675930962660855
_raw_molweight,_feat_msareaASAp,0.8675930962660855
_feat_msareaVDWp,_feat_WienerPolarity,0.8674004855348063
_feat_molsurfaceareaVDWp,_feat_WienerPolarity,0.8674004855348063
_feat_WienerPolarity,_feat_VanderWaalsSurfaceArea,0.8674004855348063
_feat_AtomCount_C,_feat_Refractivity,0.8673180878874643
_feat_VanderWaalsVolume,_feat_MinimalProjectionRadius,0.8668998581043015
_feat_BondCount,_feat_WienerIndex,0.8660577861251426
_feat_BondCount,_feat_minimalprojectionsize,0.8633877368205923
_feat_BondCount,_feat_LengthPerpendicularToTheMinArea,0.8633877368205923
_feat_molsurfaceareaASAp,_feat_Refractivity,0.8622890092191344
_feat_msareaASAp,_feat_Refractivity,0.8622890092191344
_feat_LengthPerpendicularToTheMinArea,_feat_ASA_H,0.8620461892161981
_feat_minimalprojectionsize,_feat_ASA_H,0.8620461892161981
_feat_ASA,_feat_RotatableBondCount,0.8606274331889737
_feat_CyclomaticNumber,_feat_CarboaromaticRingCount,0.8604354490248182
_feat_CyclomaticNumber,_feat_AromaticRingCount,0.8604354490248182
_feat_CyclomaticNumber,_feat_AromaticAtomCount,0.8604354490248182
_feat_ASA+,_feat_WienerPolarity,0.8599528791684432
_feat_molsurfaceareaASAp,_feat_WienerPolarity,0.8599528791684432
_feat_msareaASAp,_feat_WienerPolarity,0.8599528791684432
_raw_reagent_2_v1-conc_FCTHQYIDLRRROX-UHFFFAOYSA-N,_raw_v1-M_FCTHQYIDLRRROX-UHFFFAOYSA-N_final,0.8554525637181248
_feat_msareaASAp,_feat_MaximalProjectionRadius,0.8551807602707848
_feat_molsurfaceareaASAp,_feat_MaximalProjectionRadius,0.8551807602707848
_feat_RotatableBondCount,_feat_VanderWaalsSurfaceArea,0.854798883679441
_feat_msareaVDWp,_feat_RotatableBondCount,0.854798883679441
_feat_molsurfaceareaVDWp,_feat_RotatableBondCount,0.854798883679441
_feat_AtomCount_C,_feat_ASA_H,0.8538023501878916
_raw_reagent_4_volume,_raw_reagent_4_v1-conc_BDAGIHXWWSANSR-UHFFFAOYSA-N,0.8501641667936478
_feat_minimalprojectionsize,_feat_AtomCount_C,0.8499683775218991
_feat_LengthPerpendicularToTheMinArea,_feat_AtomCount_C,0.8499683775218991
_feat_MinimalProjectionArea,_feat_MolPol,0.8495570162021508
_feat_MaximalProjectionRadius,_feat_RotatableBondCount,0.8495495671421616
_raw_reagent_4_volume,_raw_reagent_4_chemicals_0_actual_amount,0.849069331905105
_feat_minimalprojectionsize,_feat_RotatableBondCount,0.8483613735041695
_feat_LengthPerpendicularToTheMinArea,_feat_RotatableBondCount,0.8483613735041695
_feat_AvgPol,_feat_MinimalProjectionRadius,0.8473262959250722
_feat_msareaASAp,_feat_ASA,0.845339700112379
_feat_ASA,_feat_molsurfaceareaASAp,0.845339700112379
_raw_reagent_1_volume,_raw_v1-M_RQQRAHKHDFPBMC-UHFFFAOYSA-L_final,0.8441272487696172
_feat_AvgPol,_feat_RotatableBondCount,0.8429276810883655
_raw_reagent_6_chemicals_0_actual_amount,_raw_reagent_6_v1-conc_BDAGIHXWWSANSR-UHFFFAOYSA-N,0.842617818186328
_feat_molsurfaceareaASAp,_feat_msareaVDWp,0.842304428454472
_feat_msareaASAp,_feat_VanderWaalsSurfaceArea,0.842304428454472
_feat_molsurfaceareaASAp,_feat_VanderWaalsSurfaceArea,0.842304428454472
_feat_molsurfaceareaASAp,_feat_molsurfaceareaVDWp,0.842304428454472
_feat_msareaASAp,_feat_molsurfaceareaVDWp,0.842304428454472
_feat_msareaASAp,_feat_msareaVDWp,0.842304428454472
_raw_reagent_1_v1-conc_CALQKRVFTWDYDG-UHFFFAOYSA-N,_raw_v1-M_CALQKRVFTWDYDG-UHFFFAOYSA-N_final,0.8391381951181356
_raw_reagent_2_v1-conc_CALQKRVFTWDYDG-UHFFFAOYSA-N,_raw_v1-M_CALQKRVFTWDYDG-UHFFFAOYSA-N_final,0.8391381951181356
_feat_HyperWienerIndex,_feat_ASA+,0.8387664042375226
_feat_BondCount,_feat_Refractivity,0.8384762418923409
_feat_ASA+,_feat_RotatableBondCount,0.8382910208790105
_feat_molsurfaceareaASAp,_feat_RotatableBondCount,0.8382910208790105
_feat_msareaASAp,_feat_RotatableBondCount,0.8382910208790105
_feat_MinimalProjectionRadius,_feat_Refractivity,0.8378383756926141
_feat_WienerIndex,_feat_ASA+,0.8371229331816303
_feat_MaximalProjectionArea,_feat_MaximalProjectionRadius,0.8358872810365999
_feat_MaximalProjectionArea,_feat_RotatableBondCount,0.8338224648844667
_feat_Accsitecount,_feat_Hdonorcount,0.8331465000406704
_feat_Accsitecount,_feat_AtomCount_N,0.8331465000406704
_feat_LengthPerpendicularToTheMaxArea,_feat_ASA_H,0.832469187099956
_feat_ASA_H,_feat_maximalprojectionsize,0.832469187099956
_raw_molweight,_feat_MinimalProjectionArea,0.8318605314676527
_feat_msareaASAp,_feat_MinimalProjectionArea,0.8316310449539354
_feat_MinimalProjectionArea,_feat_molsurfaceareaASAp,0.8316310449539354
_feat_ASA+,_feat_Refractivity,0.8289770328067988
_feat_HyperWienerIndex,_feat_RotatableBondCount,0.8288671680658172
_feat_MinimalProjectionArea,_feat_WienerPolarity,0.8284904024013465
_feat_LengthPerpendicularToTheMinArea,_feat_MinimalProjectionArea,0.828054646533783
_feat_MinimalProjectionArea,_feat_minimalprojectionsize,0.828054646533783
_feat_AtomCount_C,_feat_RotatableBondCount,0.8274967018516838
_raw_reagent_4_chemicals_0_actual_amount,_raw_reagent_4_v1-conc_BDAGIHXWWSANSR-UHFFFAOYSA-N,0.8273653060703837
_feat_ASA_H,_feat_RotatableBondCount,0.827189261271187
_feat_VanderWaalsVolume,_feat_RotatableBondCount,0.8271692299509674
_feat_msareaASAp,_feat_ASA_H,0.8263320135583585
_feat_molsurfaceareaASAp,_feat_ASA_H,0.8263320135583585
_feat_MolPol,_feat_MaximalProjectionRadius,0.8260210571414874
_feat_fr_NH2,_feat_Hdonorcount,0.8254700530283949
_feat_fr_NH2,_feat_AtomCount_N,0.8254700530283949
_raw_reagent_2_v1-conc_QHJPGANWSLEMTI-UHFFFAOYSA-N,_feat_fr_NH1,0.825254288978161
_raw_reagent_1_v1-conc_QHJPGANWSLEMTI-UHFFFAOYSA-N,_feat_fr_NH1,0.825254288978161
_raw_v1-M_QHJPGANWSLEMTI-UHFFFAOYSA-N_final,_feat_fr_NH1,0.8252242614076879
_feat_MolPol,_feat_RotatableBondCount,0.8244066251492633
_feat_MaximalProjectionArea,_feat_VanderWaalsSurfaceArea,0.8243227354897031
_feat_MaximalProjectionArea,_feat_msareaVDWp,0.8243227354897031
_feat_molsurfaceareaVDWp,_feat_MaximalProjectionArea,0.8243227354897031
_feat_WienerIndex,_feat_RotatableBondCount,0.8243078803150283
_raw_molweight,_feat_ASA+,0.8220068136454037
_feat_VanderWaalsVolume,_feat_ASA_H,0.8218203154322615
_feat_MolPol,_feat_msareaVDWp,0.8218170243051764
_feat_MolPol,_feat_molsurfaceareaVDWp,0.8218170243051764
_feat_MolPol,_feat_VanderWaalsSurfaceArea,0.8218170243051764
_feat_AvgPol,_feat_ASA_H,0.8213414462604488
_feat_ASA,_feat_MaximalProjectionArea,0.8198513116128114
_feat_Refractivity,_feat_RotatableBondCount,0.8176617244220107
_feat_acceptorcount,_feat_donorcount,0.8134500982065702
_feat_Hacceptorcount,_feat_donorcount,0.8134500982065702
_feat_MinimalProjectionArea,_feat_ASA+,0.8116066186932042
_feat_BalabanIndex,_feat_ChainAtomCount,0.8113983053453189
_raw_v1-M_NOHLSFNWSBZSBW-UHFFFAOYSA-N_final,_raw_reagent_1_v1-conc_NOHLSFNWSBZSBW-UHFFFAOYSA-N,0.8112141386319697
_raw_v1-M_NOHLSFNWSBZSBW-UHFFFAOYSA-N_final,_raw_reagent_2_v1-conc_NOHLSFNWSBZSBW-UHFFFAOYSA-N,0.8112141386319697
_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,0.8106614245523744
_feat_ChainAtomCount,_feat_Aliphatic AtomCount,0.810119933017295
_feat_AliphaticRingCount,_feat_fr_Imine,0.8099916082691649
_feat_AliphaticRingCount,_feat_fr_NH0,0.8099916082691649
_feat_AliphaticRingCount,_feat_HeteroaliphaticRingCount,0.8099916082691649
_raw_reagent_2_v1-conc_JBOIAZWJIACNJF-UHFFFAOYSA-N,_feat_AliphaticRingCount,0.8098927584870231
_feat_AliphaticRingCount,_raw_reagent_1_v1-conc_JBOIAZWJIACNJF-UHFFFAOYSA-N,0.8098927584870231
_raw_molweight,_feat_RotatableBondCount,0.8098601635450852
_feat_AliphaticRingCount,_raw_v1-M_JBOIAZWJIACNJF-UHFFFAOYSA-N_final,0.8098598206220398
_raw_v1-M_PXWSKGXEHZHFJA-UHFFFAOYSA-N_final,_raw_reagent_1_v1-conc_PXWSKGXEHZHFJA-UHFFFAOYSA-N,0.8086684603074343
_raw_reagent_2_v1-conc_PXWSKGXEHZHFJA-UHFFFAOYSA-N,_raw_v1-M_PXWSKGXEHZHFJA-UHFFFAOYSA-N_final,0.8086684603074343
_raw_reagent_2_v1-conc_QRFXELVDJSDWHX-UHFFFAOYSA-N,_raw_v1-M_QRFXELVDJSDWHX-UHFFFAOYSA-N_final,0.8076256530261602
_raw_v1-M_QRFXELVDJSDWHX-UHFFFAOYSA-N_final,_raw_reagent_1_v1-conc_QRFXELVDJSDWHX-UHFFFAOYSA-N,0.8076256530261602
_raw_molweight,_feat_MaximalProjectionRadius,0.8069553942816917
_raw_reagent_1_v1-conc_GIAPQOZCVIEHNY-UHFFFAOYSA-N,_raw_v1-M_GIAPQOZCVIEHNY-UHFFFAOYSA-N_final,0.8057156956968687
_raw_reagent_2_v1-conc_GIAPQOZCVIEHNY-UHFFFAOYSA-N,_raw_v1-M_GIAPQOZCVIEHNY-UHFFFAOYSA-N_final,0.8057156956968687
_feat_PolarSurfaceArea,_feat_donsitecount,0.8050734322584021
_feat_ASA,_feat_MolPol,0.8023138162959498
_raw_reagent_1_chemicals_2_actual_amount,_raw_reagent_1_chemicals_0_actual_amount,0.7999752543579974
_feat_WienerIndex,_feat_MinimalProjectionArea,0.7984090894982095
_feat_msareaVDWp,_feat_maximalprojectionsize,0.7981106791025532
_feat_LengthPerpendicularToTheMaxArea,_feat_molsurfaceareaVDWp,0.7981106791025532
_feat_maximalprojectionsize,_feat_VanderWaalsSurfaceArea,0.7981106791025532
_feat_LengthPerpendicularToTheMaxArea,_feat_msareaVDWp,0.7981106791025532
_feat_molsurfaceareaVDWp,_feat_maximalprojectionsize,0.7981106791025532
_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsSurfaceArea,0.7981106791025532
_raw_molweight,_feat_VanderWaalsSurfaceArea,0.796835054475429
_raw_molweight,_feat_molsurfaceareaVDWp,0.796835054475429
_raw_molweight,_feat_msareaVDWp,0.796835054475429
_feat_HyperWienerIndex,_feat_MinimalProjectionArea,0.7967428900858272
_feat_AvgPol,_feat_minimalprojectionsize,0.7924178872104114
_feat_AvgPol,_feat_LengthPerpendicularToTheMinArea,0.7924178872104114
_feat_MinimalProjectionArea,_feat_RotatableBondCount,0.7908236073405892
_feat_BalabanIndex,_feat_Aliphatic AtomCount,0.7907167814506373
_feat_HyperWienerIndex,_feat_MaximalProjectionRadius,0.7890468642932883
_raw_reagent_6_volume,_raw_reagent_6_v1-conc_BDAGIHXWWSANSR-UHFFFAOYSA-N,0.7883208620873081
_feat_MinimalProjectionRadius,_feat_AtomCount_C,0.7882538698360319
_feat_WienerIndex,_feat_MaximalProjectionRadius,0.787169750602508
_feat_fr_NH2,_feat_Hacceptorcount,0.7825074257273529
_feat_fr_NH2,_feat_acceptorcount,0.7825074257273529
_feat_minimalprojectionsize,_feat_ASA+,0.7821096043361802
_feat_LengthPerpendicularToTheMinArea,_feat_ASA+,0.7821096043361802
_raw_molweight,_feat_ASA,0.7813477479262154
_feat_ASA_H,_feat_WienerPolarity,0.7805415602622953
_feat_msareaASAp,_feat_MinimalProjectionRadius,0.7754596553712353
_feat_MinimalProjectionRadius,_feat_molsurfaceareaASAp,0.7754596553712353
_feat_MinimalProjectionArea,_feat_Refractivity,0.7731492734537244
_feat_HyperWienerIndex,_feat_VanderWaalsSurfaceArea,0.7729020013784415
_feat_HyperWienerIndex,_feat_msareaVDWp,0.7729020013784415
_feat_HyperWienerIndex,_feat_molsurfaceareaVDWp,0.7729020013784415
_feat_VanderWaalsVolume,_feat_minimalprojectionsize,0.77229680721318
_feat_VanderWaalsVolume,_feat_LengthPerpendicularToTheMinArea,0.77229680721318
_feat_WienerIndex,_feat_VanderWaalsSurfaceArea,0.7711747634416707
_feat_WienerIndex,_feat_msareaVDWp,0.7711747634416707
_feat_WienerIndex,_feat_molsurfaceareaVDWp,0.7711747634416707
_feat_BondCount,_feat_MinimalProjectionRadius,0.77110814454745
_feat_Accsitecount,_feat_donorcount,0.7686454164029227
_feat_LengthPerpendicularToTheMaxArea,_feat_ASA,0.765655905844999
_feat_ASA,_feat_maximalprojectionsize,0.765655905844999
_feat_ASA,_feat_HyperWienerIndex,0.7632178830112404
_feat_WienerIndex,_feat_ASA,0.7607627518844028
_feat_fr_NH2,_feat_donorcount,0.7594615198209025
_feat_Protpsa,_feat_acceptorcount,0.759408895802548
_feat_ProtPolarSurfaceArea,_feat_acceptorcount,0.759408895802548
_feat_ProtPolarSurfaceArea,_feat_Hacceptorcount,0.759408895802548
_feat_Protpsa,_feat_Hacceptorcount,0.759408895802548
_feat_msareaASAp,_feat_LengthPerpendicularToTheMinArea,0.7578875210375914
_feat_molsurfaceareaASAp,_feat_minimalprojectionsize,0.7578875210375914
_feat_msareaASAp,_feat_minimalprojectionsize,0.7578875210375914
_feat_LengthPerpendicularToTheMinArea,_feat_molsurfaceareaASAp,0.7578875210375914
_feat_MolPol,_feat_ASA_H,0.7576044718368475
_feat_Accsitecount,_feat_Protpsa,0.7559050919202119
_feat_Accsitecount,_feat_ProtPolarSurfaceArea,0.7559050919202119
_feat_minimalprojectionsize,_feat_MaximalProjectionArea,0.7553210927923869
_feat_LengthPerpendicularToTheMinArea,_feat_MaximalProjectionArea,0.7553210927923869
_feat_LengthPerpendicularToTheMaxArea,_feat_MinimalProjectionArea,0.7550847668365992
_feat_MinimalProjectionArea,_feat_maximalprojectionsize,0.7550847668365992
_feat_MaximalProjectionRadius,_feat_Refractivity,0.755050295281412
_raw_molweight,_feat_LengthPerpendicularToTheMinArea,0.7519432268580232
_raw_molweight,_feat_minimalprojectionsize,0.7519432268580232
_feat_MinimalProjectionRadius,_feat_ASA+,0.7509978590159596
_feat_MinimalProjectionRadius,_feat_WienerPolarity,0.7502766240118605
_feat_MaximalProjectionArea,_feat_ASA_H,0.7501466577260204
_feat_BondCount,_feat_LengthPerpendicularToTheMaxArea,0.749991883473187
_feat_BondCount,_feat_maximalprojectionsize,0.749991883473187
_feat_AtomCount_N,_feat_donsitecount,0.7481598385002878
_feat_Hdonorcount,_feat_donsitecount,0.7481598385002878
_feat_MolPol,_feat_minimalprojectionsize,0.7423037084114622
_feat_LengthPerpendicularToTheMinArea,_feat_MolPol,0.7423037084114622
_feat_ASA-,_feat_minimalprojectionsize,0.7419637484475607
_feat_LengthPerpendicularToTheMinArea,_feat_ASA-,0.7419637484475607
_feat_Refractivity,_feat_VanderWaalsSurfaceArea,0.7419084152296544
_feat_molsurfaceareaVDWp,_feat_Refractivity,0.7419084152296544
_feat_msareaVDWp,_feat_Refractivity,0.7419084152296544
_feat_fr_amidine,_raw_reagent_1_v1-conc_GGYGJCFIYJVWIP-UHFFFAOYSA-N,0.7416153316950741
_feat_fr_NH2,_feat_Accsitecount,0.7386008123819798
_raw_reagent_1_v1-conc_GGYGJCFIYJVWIP-UHFFFAOYSA-N,_raw_v1-M_GGYGJCFIYJVWIP-UHFFFAOYSA-N_final,0.7375128316455456
_feat_ASA,_feat_Refractivity,0.7338164089596924
_feat_HyperWienerIndex,_feat_minimalprojectionsize,0.73347908241674
_feat_LengthPerpendicularToTheMinArea,_feat_HyperWienerIndex,0.73347908241674
_feat_LengthPerpendicularToTheMinArea,_feat_WienerIndex,0.7316248018231881
_feat_WienerIndex,_feat_minimalprojectionsize,0.7316248018231881
_feat_fr_amidine,_raw_reagent_2_v1-conc_GGYGJCFIYJVWIP-UHFFFAOYSA-N,0.7302422451092268
_feat_MaximalProjectionRadius,_feat_maximalprojectionsize,0.7274671372699417
_feat_LengthPerpendicularToTheMaxArea,_feat_MaximalProjectionRadius,0.7274671372699417
_raw_v1-M_GGYGJCFIYJVWIP-UHFFFAOYSA-N_final,_raw_reagent_2_v1-conc_GGYGJCFIYJVWIP-UHFFFAOYSA-N,0.7261159110950662
_feat_BalabanIndex,_feat_MinimalProjectionRadius,0.7217955665919372
_feat_ASA-,_feat_ASA,0.7204128595236129
_feat_MinimalProjectionRadius,_feat_MinimalProjectionArea,0.7187689547462708
_feat_AtomCount_N,_feat_Protpsa,0.7155359419844377
_feat_ProtPolarSurfaceArea,_feat_Hdonorcount,0.7155359419844377
_feat_AtomCount_N,_feat_ProtPolarSurfaceArea,0.7155359419844377
_feat_Hdonorcount,_feat_Protpsa,0.7155359419844377
_raw_reagent_6_volume,_raw_reagent_6_chemicals_0_actual_amount,0.7119288697321544
_feat_ASA_P,_feat_PolarSurfaceArea,0.7110444700371746
_raw_molweight,_feat_ASA_H,0.7087086626537851
_feat_CarboRingCount,_feat_WienerPolarity,0.7026633314148767
_feat_ASA-,_feat_MaximalProjectionRadius,0.700740021185754
_feat_BalabanIndex,_feat_MaximalProjectionArea,0.6983001256258313
_feat_BalabanIndex,_feat_MolPol,0.689563082954938
_raw_reagent_3_v1-conc_CALQKRVFTWDYDG-UHFFFAOYSA-N,_raw_v1-M_ZMXDDKWLCZADIW-UHFFFAOYSA-N_final,0.6894132571785663
_raw_reagent_4_v1-conc_CALQKRVFTWDYDG-UHFFFAOYSA-N,_raw_v1-M_ZMXDDKWLCZADIW-UHFFFAOYSA-N_final,0.6894132571785663
_raw_reagent_3_v1-conc_ZMXDDKWLCZADIW-UHFFFAOYSA-N,_raw_v1-M_ZMXDDKWLCZADIW-UHFFFAOYSA-N_final,0.6894132571785663
_feat_maximalprojectionsize,_feat_RotatableBondCount,0.6864130934438853
_feat_LengthPerpendicularToTheMaxArea,_feat_RotatableBondCount,0.6864130934438853
_feat_ASA-,_feat_VanderWaalsSurfaceArea,0.6861602544913641
_feat_ASA-,_feat_molsurfaceareaVDWp,0.6861602544913641
_feat_ASA-,_feat_msareaVDWp,0.6861602544913641
_feat_HyperWienerIndex,_feat_ASA_H,0.6844467825125898
_feat_WienerIndex,_feat_ASA_H,0.6821337621920537
_feat_BalabanIndex,_raw_molweight,0.681875552924822
_feat_fr_NH2,_feat_PolarSurfaceArea,0.6808803142464668
_feat_ASA_P,_feat_acceptorcount,0.6783153867442812
_feat_ASA_P,_feat_Hacceptorcount,0.6783153867442812
_feat_AromaticRingCount,_feat_WienerPolarity,0.6758322684795537
_feat_AromaticAtomCount,_feat_WienerPolarity,0.6758322684795537
_feat_CarboaromaticRingCount,_feat_WienerPolarity,0.6758322684795537
_feat_minimalprojectionsize,_feat_Refractivity,0.674247486412046
_feat_LengthPerpendicularToTheMinArea,_feat_Refractivity,0.674247486412046
_feat_BalabanIndex,_feat_HyperWienerIndex,0.6741123363591098
_feat_BalabanIndex,_feat_WienerIndex,0.6704921346777297
_feat_MinimalProjectionRadius,_feat_msareaVDWp,0.6679088938252378
_feat_MinimalProjectionRadius,_feat_molsurfaceareaVDWp,0.6679088938252378
_feat_MinimalProjectionRadius,_feat_VanderWaalsSurfaceArea,0.6679088938252378
_feat_ASA_H,_feat_Refractivity,0.6674329181501311
_feat_Accsitecount,_feat_ASA_P,0.6649506042133736
_feat_ASA-,_feat_RotatableBondCount,0.6625518655138233
_feat_ASA_P,_feat_Hdonorcount,0.6581018053977556
_feat_AtomCount_N,_feat_ASA_P,0.6581018053977556
_feat_ASA-,_feat_ASA_H,0.6558008609071226
_feat_donsitecount,_feat_Hacceptorcount,0.655352700823648
_feat_acceptorcount,_feat_donsitecount,0.655352700823648
_feat_LengthPerpendicularToTheMaxArea,_feat_ASA+,0.655156806861353
_feat_ASA+,_feat_maximalprojectionsize,0.655156806861353
_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,0.6527413609383187
_raw_reagent_1_chemicals_0_actual_amount,_raw_reagent_1_chemicals_1_actual_amount,0.6418241407504329
_raw_reagent_3_v1-conc_YEJRWHAVMIAJKC-UHFFFAOYSA-N,_raw_reagent_3_v1-conc_GGYGJCFIYJVWIP-UHFFFAOYSA-N,0.636228301463809
_raw_reagent_3_v1-conc_YEJRWHAVMIAJKC-UHFFFAOYSA-N,_raw_reagent_4_v1-conc_GGYGJCFIYJVWIP-UHFFFAOYSA-N,0.636228301463809
_feat_LengthPerpendicularToTheMinArea,_feat_maximalprojectionsize,0.6343711714226183
_feat_minimalprojectionsize,_feat_maximalprojectionsize,0.6343711714226183
_feat_LengthPerpendicularToTheMaxArea,_feat_minimalprojectionsize,0.6343711714226183
_feat_LengthPerpendicularToTheMaxArea,_feat_LengthPerpendicularToTheMinArea,0.6343711714226183
_feat_fr_NH2,_feat_fr_amidine,0.6341210341973098
_feat_fr_NH2,_raw_v1-M_GGYGJCFIYJVWIP-UHFFFAOYSA-N_final,0.6316162330731958
_feat_ASA-,_feat_WienerPolarity,0.6316067518231372
_feat_LengthPerpendicularToTheMaxArea,_feat_AtomCount_C,0.6314948771183951
